"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
J@, 587.198825442387, -92.3098862901824, 605.127627715852, 611.7539052285, 532.096915074171, -95.8542341230272, 532.339805499486
€J@, 588.82411931364, -92.0861355551744, 605.127627715852, 611.7539052285, 532.114952971803, -95.7340238281679, 532.339805499486
K@, 592.077720607007, -91.6358600333093, 605.127627715852, 611.7539052285, 532.15345001068, -95.4906787414369, 532.339805499486
€K@, 595.701127414089, -91.1305762773222, 605.127627715852, 611.7539052285, 532.200066981846, -95.2154314946387, 532.339805499486
L@, 598.862944772449, -90.6862690710221, 605.127627715852, 611.7539052285, 532.24396832555, -94.9715913794697, 532.339805499486
€L@, 598.399520610787, -90.7517464111945, 605.127627715852, 611.7539052285, 532.237379460389, -95.0074706767977, 532.339805499486
M@, 596.569949320962, -91.0090864008299, 605.127627715852, 611.7539052285, 532.211881477204, -95.1486664056435, 532.339805499486
€M@, 592.846621491443, -91.5295058505424, 605.127627715852, 611.7539052285, 532.1630843291, -95.4325229634745, 532.339805499486
N@, 590.818697355797, -91.8108900989795, 605.127627715852, 611.7539052285, 532.138225815666, -95.585194650185, 532.339805499486
€N@, 589.987655055867, -91.9257650336321, 605.127627715852, 611.7539052285, 532.128388397592, -95.6473637660413, 532.339805499486
O@, 589.987138509457, -91.925761764233, 605.127627715852, 611.7539052285, 532.128373641429, -95.6474154102003, 532.339805499486
€O@, 589.987138108274, -91.925761763281, 605.127627715852, 611.7539052285, 532.128373557123, -95.6474155251921, 532.339805499486
P@, 590.451774628779, -91.861467043822, 605.127627715852, 611.7539052285, 532.133836424012, -95.6127036691661, 532.339805499486
@P@, 591.613925641717, -91.7003989593902, 605.127627715852, 611.7539052285, 532.147787692634, -95.5255557190249, 532.339805499486
€P@, 600.324023164215, -90.479688401448, 605.127627715852, 611.7539052285, 532.265218627619, -94.8578828939883, 532.339805499486
ÀP@, 603.860672882619, -89.9773864058086, 605.127627715852, 611.7539052285, 532.319473829821, -94.5792509925626, 532.339805499486
Q@, 606.363423577992, -89.619379511851, 606.363423577992, 612.950434078738, 532.360118639371, -94.3795481228764, 532.360118639371
@Q@, 604.732070923307, -89.8529935095047, 606.363423577992, 612.950434078738, 532.333450290542, -94.5098501911085, 532.360118639371
€Q@, 603.964242868354, -89.9626525088351, 606.363423577992, 612.950434078738, 532.321153223232, -94.5709320155116, 532.360118639371
R@, 594.080829437396, -91.3579310222537, 606.363423577992, 612.950434078738, 532.178865495728, -95.3388309332081, 532.360118639371
@R@, 591.417049888969, -91.7280178379758, 606.363423577992, 612.950434078738, 532.145434202957, -95.5402908155365, 532.360118639371
€R@, 590.452672113556, -91.8614675500063, 606.363423577992, 612.950434078738, 532.133862079891, -95.6126139795648, 532.360118639371
ÀR@, 590.153363102101, -91.902809200833, 606.363423577992, 612.950434078738, 532.130325200776, -95.6349985315175, 532.360118639371
S@, 590.551451824979, -91.8476798165246, 606.363423577992, 612.950434078738, 532.135018277549, -95.605245164589, 532.360118639371
@S@, 592.444119376504, -91.5850621121556, 606.363423577992, 612.950434078738, 532.157999238567, -95.4630247562741, 532.360118639371
€S@, 595.900826634923, -91.102617011559, 606.363423577992, 612.950434078738, 532.202752462064, -95.2001286356163, 532.360118639371
ÀS@, 603.190813526341, -90.0728104516738, 606.363423577992, 612.950434078738, 532.308886400686, -94.6324158473506, 532.360118639371
T@, 603.396570366859, -90.0435946991129, 606.363423577992, 612.950434078738, 532.312172901257, -94.6159691392747, 532.360118639371
@T@, 600.033444817735, -90.5211751510661, 606.363423577992, 612.950434078738, 532.261036804124, -94.8803287348623, 532.360118639371
€T@, 597.834876409677, -90.8313374819227, 606.363423577992, 612.950434078738, 532.229414712978, -95.0511421032869, 532.360118639371
ÀT@, 593.611503686102, -91.4230133308623, 606.363423577992, 612.950434078738, 532.17277819356, -95.3745782578238, 532.360118639371
U@, 592.379700417566, -91.594253308292, 606.363423577992, 612.950434078738, 532.157230587665, -95.4678340433315, 532.360118639371
@U@, 590.353703778717, -91.8752532993026, 606.363423577992, 612.950434078738, 532.132703157805, -95.6199986211351, 532.360118639371
€U@, 589.887808323766, -91.9395312167509, 606.363423577992, 612.950434078738, 532.127217937435, -95.6548208791922, 532.360118639371
ÀU@, 589.987076461671, -91.92576136611, 606.363423577992, 612.950434078738, 532.12837179726, -95.6474216345292, 532.360118639371
V@, 590.750501025645, -91.8200952267639, 606.363423577992, 612.950434078738, 532.137382633574, -95.5903483346601, 532.360118639371
@V@, 591.680520974366, -91.6911782248922, 606.363423577992, 612.950434078738, 532.148602193544, -95.5205434265098, 532.360118639371
€V@, 600.69019188351, -90.4278546294339, 606.363423577992, 612.950434078738, 532.270654523621, -94.8292505606031, 532.360118639371
ÀV@, 603.494487344428, -90.0296069418068, 606.363423577992, 612.950434078738, 532.313692178584, -94.6082710682943, 532.360118639371
W@, 603.596716745198, -90.0150663808273, 606.363423577992, 612.950434078738, 532.315326262608, -94.600108136192, 532.360118639371
@W@, 603.596800975965, -90.0150555556301, 606.363423577992, 612.950434078738, 532.315328376579, -94.600099201534, 532.360118639371
€W@, 601.964617963553, -90.2473730126598, 606.363423577992, 612.950434078738, 532.289986706715, -94.7289906295978, 532.360118639371
