Time, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.208 kV Losses", "0.24 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "12.5 kV Line Loss", "0.208 kV Line Loss", "0.24 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "12.5 kV Load Loss", "0.208 kV Load Loss", "0.24 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "12.5 kV No Load Loss", "0.208 kV No Load Loss", "0.24 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "12.5 kV Load Energy", "0.208 kV Load Energy", "0.24 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20"
$@, 600.229636499823, -90.4932679297655, 600.229636499823, 607.012889544628, 67.966354604954, 4.37130694178539, 67.966354604954, 68.1067814734015, 0, 0, 0, 0, 532.263886246629, -94.8651078695235, 532.263886246629, 95.7116807633953, 18.5491029209995, -94.8651078695235, 513.71478332563, 1.752833989066E-16, 18.5491029209995, 514.357559829314, 18.429462069122, 513.834424177508, 10.3076573118208, 5.43432816043262, 15.741985472254, 2.68747659686795, 0, 0, 0, 0, 532.125970906441, 0.137915340191692, -3.26637255448995E-12, 0, 0, 0, 0, 18.2915467289335, 0.137915340191692, -3.26637255448995E-12, 0, 0, 0, 0, 0.11964085187749, 0, 0, 0, 0, 0, 0, 513.71478332563, 0, 0, 0, 0, 0, 0, 32.3335294532203, 35.6328251517337, 0, 0, 0, 0, 0
&@, 596.105768359201, -91.074316911394, 600.229636499823, 607.012889544628, 63.898523613986, 4.11149515747533, 67.966354604954, 68.1067814734015, 0, 0, 0, 0, 532.205590484731, -95.1842725169583, 532.263886246629, 95.7116807633953, 18.2520353990828, -95.1842725169584, 513.953555085649, -2.32836319669083E-16, 18.5491029209995, 514.357559829314, 18.1410193937682, 514.064571090963, 10.1612819795993, 5.3415425893486, 15.502824568948, 2.63819482482021, 0, 0, 0, 0, 532.083840552354, 0.121749932379455, -1.38476099541314E-12, 0, 0, 0, 0, 18.0192694613902, 0.121749932379455, -1.38476099541314E-12, 0, 0, 0, 0, 0.11101600531453, 0, 0, 0, 0, 0, 0, 513.953555085649, 0, 0, 0, 0, 0, 0, 30.3987221399497, 33.4998014740363, 0, 0, 0, 0, 0
(@, 594.67360455321, -91.2746021974517, 600.229636499823, 607.012889544628, 62.4865449694509, 4.01978426429147, 67.966354604954, 68.1067814734015, 0, 0, 0, 0, 532.186495638904, -95.2938502552465, 532.263886246629, 95.7116807633953, 18.1500232533763, -95.2938502552465, 514.036472385527, -9.2674999618847E-16, 18.5491029209995, 514.357559829314, 18.0418866534356, 514.144608985467, 10.1108417885601, 5.30960197109953, 15.4204437596582, 2.62144289377754, 0, 0, 0, 0, 532.070120741555, 0.116374897348591, 8.50435358203021E-13, 0, 0, 0, 0, 17.9255117560862, 0.116374897348591, 8.50435358203021E-13, 0, 0, 0, 0, 0.1081365999407, 0, 0, 0, 0, 0, 0, 514.036472385527, 0, 0, 0, 0, 0, 0, 29.726818258629, 32.7597267108218, 0, 0, 0, 0, 0
*@, 593.410056486146, -91.4508799521705, 600.229636499823, 607.012889544628, 61.2393874055193, 3.93950104935188, 67.966354604954, 68.1067814734015, 0, 0, 0, 0, 532.170180148526, -95.3899072582268, 532.263886246629, 95.7116807633953, 18.0605766300543, -95.3899072582268, 514.109603518471, 8.39051050860461E-17, 18.5491029209995, 514.357559829314, 17.9549290302538, 514.215251118272, 10.066537774288, 5.28156922970638, 15.348107003994, 2.60682202625984, 0, 0, 0, 0, 532.058448085009, 0.111732063517861, -2.24253355782442E-13, 0, 0, 0, 0, 17.8431969667362, 0.111732063517861, -2.24253355782442E-13, 0, 0, 0, 0, 0.105647599800485, 0, 0, 0, 0, 0, 0, 514.109603518471, 0, 0, 0, 0, 0, 0, 29.1334938696889, 32.1058935358304, 0, 0, 0, 0, 0
,@, 592.180316119231, -91.6219584734519, 600.229636499823, 607.012889544628, 60.025086683001, 3.86137519113126, 67.966354604954, 68.1067814734015, 0, 0, 0, 0, 532.1547614226, -95.482871991464, 532.263886246629, 95.7116807633953, 17.9739955576811, -95.482871991464, 514.180765864921, -7.94198040665606E-16, 18.5491029209995, 514.357559829314, 17.870724926128, 514.284036496473, 10.0235839891947, 5.25440737088046, 15.2779913600746, 2.59273356605344, 0, 0, 0, 0, 532.047457240434, 0.107304182167894, -1.00333904009655E-12, 0, 0, 0, 0, 17.7634207439611, 0.107304182167894, -1.00333904009655E-12, 0, 0, 0, 0, 0.103270631553078, 0, 0, 0, 0, 0, 0, 514.180765864921, 0, 0, 0, 0, 0, 0, 28.5558094304315, 31.4692772525695, 0, 0, 0, 0, 0
.@, 591.316230387831, -91.7418502878183, 600.229636499823, 607.012889544628, 59.1717108274248, 3.80636765066903, 67.966354604954, 68.1067814734015, 0, 0, 0, 0, 532.144194415829, -95.5478930922982, 532.263886246629, 95.7116807633953, 17.9134317740836, -95.5478930922982, 514.230762641746, 9.63396029618477E-17, 18.5491029209995, 514.357559829314, 17.8118046856049, 514.332389730225, 9.99349657794564, 5.23539078095509, 15.2288873589018, 2.58291732670309, 0, 0, 0, 0, 532.039947735421, 0.104246680408519, -1.67124872978992E-13, 0, 0, 0, 0, 17.7075580051965, 0.104246680408519, -1.67124872978992E-13, 0, 0, 0, 0, 0.101627088478706, 0, 0, 0, 0, 0, 0, 514.230762641746, 0, 0, 0, 0, 0, 0, 28.1498100898048, 31.02190073762, 0, 0, 0, 0, 0
0@, 590.651760140578, -91.833887710006, 600.229636499823, 607.012889544628, 58.5152910222836, 3.76408218355525, 67.966354604954, 68.1067814734015, 0, 0, 0, 0, 532.136221463891, -95.5977197846404, 532.263886246629, 95.7116807633953, 17.8670161666156, -95.5977197846404, 514.269205297277, -6.13328832166359E-17, 18.5491029209995, 514.357559829314, 17.7666378900449, 514.369583573847, 9.97041484394669, 5.22080749513409, 15.1912223390802, 2.57541555096469, 0, 0, 0, 0, 532.034295933936, 0.101925529954643, 1.10460720543784E-12, 0, 0, 0, 0, 17.6647123600892, 0.101925529954643, 1.10460720543784E-12, 0, 0, 0, 0, 0.100378276570678, 0, 0, 0, 0, 0, 0, 514.269205297277, 0, 0, 0, 0, 0, 0, 27.837519295805, 30.6777717264786, 0, 0, 0, 0, 0
1@, 593.507030518858, -91.4370808124941, 600.229636499823, 607.012889544628, 61.3367588616758, 3.94447613937882, 67.966354604954, 68.1067814734015, 0, 0, 0, 0, 532.171374576622, -95.3826256743314, 532.263886246629, 95.7116807633953, 18.0673684612341, -95.3826256743314, 514.104006115388, 1.61355304117983E-16, 18.5491029209995, 514.357559829314, 17.9615330836548, 514.209841492967, 10.0699052223776, 5.28369202319395, 15.3535972455724, 2.60793583808242, 0, 0, 0, 0, 532.059286986817, 0.112087589804628, -3.07703256384664E-13, 0, 0, 0, 0, 17.8494454938505, 0.112087589804628, -3.07703256384664E-13, 0, 0, 0, 0, 0.105835377579266, 0, 0, 0, 0, 0, 0, 514.104006115388, 0, 0, 0, 0, 0, 0, 29.17956614479, 32.1571927168858, 0, 0, 0, 0, 0
2@, 601.091041549963, -90.3711098877094, 601.091041549963, 607.846508367002, 68.817593031367, 4.42389453864984, 68.817593031367, 68.9596400332829, 0, 0, 0, 0, 532.27666658532, -94.7978174718409, 532.27666658532, 95.7116807633953, 18.6117345046269, -94.7978174718409, 513.664932080693, -9.51764708712055E-16, 18.6117345046269, 514.357559829314, 18.4902310903725, 513.786435494947, 10.3384246897541, 5.45384222330457, 15.7922669130587, 2.69796417731381, 0, 0, 0, 0, 532.135243158974, 0.141423426344965, 7.99760510693512E-13, 0, 0, 0, 0, 18.3488076640268, 0.141423426344965, 7.99760510693512E-13, 0, 0, 0, 0, 0.121503414254383, 0, 0, 0, 0, 0, 0, 513.664932080693, 0, 0, 0, 0, 0, 0, 32.7380146057516, 36.0795784256155, 0, 0, 0, 0, 0
3@, 605.127627715791, -89.796407134804, 605.127627715791, 611.753905225999, 72.7896228715079, 4.68055001681548, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.339805499486, -94.4784480065211, 532.339805499486, 95.7116807633953, 18.9087894082043, -94.4784480065211, 513.431016091282, -7.76188141538015E-16, 18.9087894082043, 514.357559829314, 18.7782474247456, 513.56155807474, 10.4839067317381, 5.54628991229661, 16.0301966440343, 2.74805078071124, 0, 0, 0, 0, 532.181383085724, 0.158422413762422, -9.06789446498007E-14, 0, 0, 0, 0, 18.6198250109832, 0.158422413762422, -9.06789446498007E-14, 0, 0, 0, 0, 0.130541983458703, 0, 0, 0, 0, 0, 0, 513.431016091282, 0, 0, 0, 0, 0, 0, 34.6278614880578, 38.1617613834501, 0, 0, 0, 0, 0
4@, 602.898435255031, -90.1145827669846, 605.127627715791, 611.753905225999, 70.593064559862, 4.54156714858423, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.304399828389, -94.6553250216163, 532.339805499486, 95.7116807633953, 18.7442567954767, -94.6553250216163, 513.560143032914, 1.802731575129E-15, 18.9087894082043, 514.357559829314, 18.6187616213385, 513.685638207052, 10.403412023481, 5.49513723664384, 15.8985492601255, 2.72021236121301, 0, 0, 0, 0, 532.155491475696, 0.148908352692402, 3.67310578596687E-13, 0, 0, 0, 0, 18.4698532686458, 0.148908352692402, 3.67310578596687E-13, 0, 0, 0, 0, 0.125495174138244, 0, 0, 0, 0, 0, 0, 513.560143032914, 0, 0, 0, 0, 0, 0, 33.5834239680851, 37.0096405917768, 0, 0, 0, 0, 0
5@, 602.530244853728, -90.1669452556851, 605.127627715791, 611.753905225999, 70.2314124763476, 4.51763337821671, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.298672056513, -94.6844417499285, 532.339805499486, 95.7116807633953, 18.7171796612278, -94.6844417499285, 513.581492395287, 2.59008092751145E-16, 18.9087894082043, 514.357559829314, 18.5925055234361, 513.706166533078, 10.3901454057389, 5.48670450449541, 15.8768499102347, 2.7156556132014, 0, 0, 0, 0, 532.151304211258, 0.147367845256211, -4.64488623070994E-13, 0, 0, 0, 0, 18.4451376781803, 0.147367845256211, -4.64488623070994E-13, 0, 0, 0, 0, 0.124674137791741, 0, 0, 0, 0, 0, 0, 513.581492395287, 0, 0, 0, 0, 0, 0, 33.4112234494508, 36.8201890268968, 0, 0, 0, 0, 0
6@, 603.396037121064, -90.0436621781204, 605.127627715791, 611.753905225999, 71.0842564728226, 4.57204397212659, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.31215916164, -94.6160261194781, 532.339805499486, 95.7116807633953, 18.7808231391919, -94.6160261194782, 513.53133602245, 2.79174253159376E-16, 18.9087894082043, 514.357559829314, 18.6542151561859, 513.657944005456, 10.4213207187501, 5.5065093808934, 15.9278300996436, 2.72638505654216, 0, 0, 0, 0, 532.161151175003, 0.151007986637738, 7.77773771363738E-14, 0, 0, 0, 0, 18.503207169548, 0.151007986637738, 7.77773771363738E-14, 0, 0, 0, 0, 0.126607983006042, 0, 0, 0, 0, 0, 0, 513.53133602245, 0, 0, 0, 0, 0, 0, 33.8168456971324, 37.2674107756903, 0, 0, 0, 0, 0
8@, 591.788332930489, -91.6772147244094, 605.127627715791, 611.753905225999, 59.6338689693501, 3.83936738937352, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.150048423666, -95.5122247576912, 532.339805499486, 95.7116807633953, 17.9466304659796, -95.5122247576912, 514.203417957687, 1.30975612300244E-15, 18.9087894082043, 514.357559829314, 17.8441044095457, 514.30594401412, 10.0099916077356, 5.24583309840477, 15.2558247061403, 2.58827970340535, 0, 0, 0, 0, 532.044142911235, 0.105905512427397, 2.38169687037506E-12, 0, 0, 0, 0, 17.7381988971159, 0.105905512427397, 2.38169687037506E-12, 0, 0, 0, 0, 0.102526056433879, 0, 0, 0, 0, 0, 0, 514.203417957687, 0, 0, 0, 0, 0, 0, 28.370296749215, 31.2635722201351, 0, 0, 0, 0, 0
9@, 589.590038084852, -91.9808244646848, 605.127627715791, 611.753905225999, 57.4654543958517, 3.69700013640655, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.123775502205, -95.6769959804114, 532.339805499486, 95.7116807633953, 17.7931548209449, -95.6769959804114, 514.33062068126, 9.17406775546858E-16, 18.9087894082043, 514.357559829314, 17.6947442677429, 514.429031234462, 9.93364259267223, 5.19758719094, 15.1312297836121, 2.56351448413076, 0, 0, 0, 0, 532.025505538517, 0.0982699636880883, 4.11602721154384E-13, 0, 0, 0, 0, 17.5964743040544, 0.0982699636880883, 4.11602721154384E-13, 0, 0, 0, 0, 0.0984105532019506, 0, 0, 0, 0, 0, 0, 514.33062068126, 0, 0, 0, 0, 0, 0, 27.3381611688365, 30.1272932270152, 0, 0, 0, 0, 0
:@, 588.427485397929, -92.1410554614944, 605.127627715791, 611.753905225999, 56.3165604610863, 3.6227885981086, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.110504739901, -95.7634055146465, 532.339805499486, 95.7634055146465, 17.7126410958292, -95.7634055146465, 514.397863644072, 1.25868065969925E-16, 18.9087894082043, 514.397863644072, 17.61634780165, 514.494156938252, 9.89349946674538, 5.17224809733666, 15.0657475640826, 2.55060023756734, 0, 0, 0, 0, 532.016159461086, 0.0943452788171063, -1.5652601867476E-12, 0, 0, 0, 0, 17.5220025228344, 0.0943452788171063, -1.5652601867476E-12, 0, 0, 0, 0, 0.0962932941792142, 0, 0, 0, 0, 0, 0, 514.397863644072, 0, 0, 0, 0, 0, 0, 26.7915397831002, 29.5250206779862, 0, 0, 0, 0, 0
;@, 586.536522461581, -92.400994820918, 605.127627715791, 611.753905225999, 54.4460492990939, 3.50266239048657, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.0898083903, -95.9029426860941, 532.339805499486, 95.9029426860941, 17.5825942799184, -95.9029426860941, 514.50721411038, -1.09313946783374E-15, 18.9087894082043, 514.50721411038, 17.489658833595, 514.600149556704, 9.82852666959383, 5.13127036418956, 14.9597970337827, 2.52986179981234, 0, 0, 0, 0, 532.00167710043, 0.0881312898672913, 2.12996146077563E-12, 0, 0, 0, 0, 17.4015275437256, 0.0881312898672913, 2.12996146077563E-12, 0, 0, 0, 0, 0.0929354463233857, 0, 0, 0, 0, 0, 0, 514.50721411038, 0, 0, 0, 0, 0, 0, 25.9017121691759, 28.544337129918, 0, 0, 0, 0, 0
<@, 587.099077610922, -92.3235436703467, 605.127627715791, 611.753905225999, 55.003447706787, 3.53783371017668, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.095828898428, -95.8615891717567, 532.339805499486, 95.9029426860941, 17.6211427552783, -95.8615891717567, 514.474686143149, 9.31983656915492E-16, 18.9087894082043, 514.50721411038, 17.5272200088394, 514.568608889589, 9.8478034660335, 5.14342085576444, 14.9912243217986, 2.5359956870407, 0, 0, 0, 0, 532.00587003144, 0.0899588669883055, 3.0566115572789E-13, 0, 0, 0, 0, 17.4372611418508, 0.0899588669883055, 3.0566115572789E-13, 0, 0, 0, 0, 0.0939227464389551, 0, 0, 0, 0, 0, 0, 514.474686143149, 0, 0, 0, 0, 0, 0, 26.1667658111055, 28.8366818956815, 0, 0, 0, 0, 0
=@, 587.397844395474, -92.2825392854344, 605.127627715791, 611.753905225999, 55.2988681806239, 3.55690940385221, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.099082119395, -95.8395611535678, 532.339805499486, 95.9029426860941, 17.6416724018881, -95.8395611535678, 514.457409717507, 1.06961314805254E-16, 18.9087894082043, 514.50721411038, 17.5472210863728, 514.551861033022, 9.85806337861321, 5.14989159641654, 15.0079549750304, 2.53926611134241, 0, 0, 0, 0, 532.008145763204, 0.0909363561914059, -8.00766008603195E-14, 0, 0, 0, 0, 17.4562847301814, 0.0909363561914059, -8.00766008603195E-14, 0, 0, 0, 0, 0.0944513155154016, 0, 0, 0, 0, 0, 0, 514.457409717507, 0, 0, 0, 0, 0, 0, 26.307318841481, 28.9915493391428, 0, 0, 0, 0, 0
>@, 589.023291852093, -92.0586763659836, 605.127627715791, 611.753905225999, 56.906662879028, 3.65994047297454, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.117219786018, -95.7192286219223, 532.339805499486, 95.9029426860941, 17.7538122822892, -95.7192286219223, 514.363407503728, -4.31685936996829E-16, 18.9087894082043, 514.50721411038, 17.6564399066666, 514.46077987935, 9.91403508489277, 5.18520374254363, 15.0992388274367, 2.55720107922989, 0, 0, 0, 0, 532.020871383906, 0.0963484021142026, -1.85909327831893E-12, 0, 0, 0, 0, 17.5600915045543, 0.0963484021142026, -1.85909327831893E-12, 0, 0, 0, 0, 0.097372375622586, 0, 0, 0, 0, 0, 0, 514.363407503728, 0, 0, 0, 0, 0, 0, 27.0721251134697, 29.8345377655583, 0, 0, 0, 0, 0
?@, 591.878624868162, -91.6635325344734, 605.127627715791, 611.753905225999, 59.7286977818443, 3.84106419905439, 72.7896228715079, 72.9399530177821, 0, 0, 0, 0, 532.151006392309, -95.5056676821242, 532.339805499486, 95.9029426860941, 17.9527728492246, -95.5056676821242, 514.198233543084, -6.22436130415239E-17, 18.9087894082043, 514.50721411038, 17.8500799560582, 514.300926436251, 10.0130454278332, 5.24773891830152, 15.2607843461337, 2.58929560992451, 0, 0, 0, 0, 532.044772451595, 0.106233940715628, -1.525711371805E-12, 0, 0, 0, 0, 17.7438460153441, 0.106233940715628, -1.525711371805E-12, 0, 0, 0, 0, 0.102692893166354, 0, 0, 0, 0, 0, 0, 514.198233543084, 0, 0, 0, 0, 0, 0, 28.4145723746772, 31.3141254071671, 0, 0, 0, 0, 0
